State_Name,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Code,Item
Michigan,1295,1254,1234,1250,1249,1286,1293,1312,6,Medicare/Home Health Care (Millions of Dollars)
Minnesota,285,297,333,353,392,439,477,510,6,Medicare/Home Health Care (Millions of Dollars)
Mississippi,507,512,515,494,491,499,485,499,6,Medicare/Home Health Care (Millions of Dollars)
Missouri,528,546,579,575,575,593,610,632,6,Medicare/Home Health Care (Millions of Dollars)
Montana,53,53,58,54,55,63,61,63,6,Medicare/Home Health Care (Millions of Dollars)
Nebraska,95,104,115,117,122,136,141,147,6,Medicare/Home Health Care (Millions of Dollars)
Nevada,273,303,331,330,307,319,355,368,6,Medicare/Home Health Care (Millions of Dollars)
New Hampshire,127,128,140,143,149,159,165,179,6,Medicare/Home Health Care (Millions of Dollars)
New Jersey,687,681,688,706,735,772,805,827,6,Medicare/Home Health Care (Millions of Dollars)
New Mexico,182,188,199,207,210,221,228,244,6,Medicare/Home Health Care (Millions of Dollars)
New York,1219,1242,1330,1351,1393,1448,1490,1504,6,Medicare/Home Health Care (Millions of Dollars)
North Carolina,815,833,871,877,895,980,1042,1087,6,Medicare/Home Health Care (Millions of Dollars)
North Dakota,14,15,16,17,17,18,19,21,6,Medicare/Home Health Care (Millions of Dollars)
Ohio,1149,1228,1321,1336,1400,1449,1518,1595,6,Medicare/Home Health Care (Millions of Dollars)
Oklahoma,734,694,671,655,653,667,683,714,6,Medicare/Home Health Care (Millions of Dollars)
Oregon,269,283,314,317,338,367,406,421,6,Medicare/Home Health Care (Millions of Dollars)
Pennsylvania,1252,1304,1389,1364,1416,1487,1556,1613,6,Medicare/Home Health Care (Millions of Dollars)
Rhode Island,127,129,135,137,139,156,162,163,6,Medicare/Home Health Care (Millions of Dollars)
South Carolina,501,520,566,582,593,610,610,645,6,Medicare/Home Health Care (Millions of Dollars)
South Dakota,29,30,31,32,33,35,38,39,6,Medicare/Home Health Care (Millions of Dollars)
Tennessee,829,802,809,758,723,759,776,798,6,Medicare/Home Health Care (Millions of Dollars)
Texas,4119,3991,3962,3911,3923,4030,4034,3959,6,Medicare/Home Health Care (Millions of Dollars)
Utah,242,246,272,272,285,286,305,323,6,Medicare/Home Health Care (Millions of Dollars)
Vermont,54,54,59,59,62,70,77,85,6,Medicare/Home Health Care (Millions of Dollars)
Virginia,591,613,651,673,685,722,774,824,6,Medicare/Home Health Care (Millions of Dollars)
Washington,387,404,434,442,461,514,565,597,6,Medicare/Home Health Care (Millions of Dollars)
West Virginia,178,185,199,194,199,206,223,243,6,Medicare/Home Health Care (Millions of Dollars)
Wisconsin,370,392,418,429,463,496,536,562,6,Medicare/Home Health Care (Millions of Dollars)
Wyoming,21,23,24,24,23,23,24,27,6,Medicare/Home Health Care (Millions of Dollars)
Alabama,1097,1173,1261,1363,1503,1636,1692,1771,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Alaska,68,69,69,71,81,85,85,85,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Arizona,918,989,1091,1201,1419,1596,1691,1793,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Arkansas,641,667,690,725,786,823,847,879,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
California,6270,6635,6941,7392,8357,9165,9625,9935,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Colorado,626,662,702,746,922,1043,1083,1151,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Connecticut,744,807,863,938,1059,1180,1225,1291,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Delaware,192,213,233,260,296,319,331,337,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
District of Columbia,92,99,105,113,137,158,160,166,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Florida,4396,4767,5153,5597,6344,6974,7133,7370,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Georgia,1626,1741,1871,2081,2350,2571,2720,2854,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Hawaii,235,240,252,263,303,317,335,351,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Idaho,240,255,279,297,339,381,403,410,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Illinois,2204,2295,2355,2456,2884,3088,3215,3348,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Indiana,1311,1432,1525,1669,1846,1938,2052,2148,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Iowa,622,650,667,699,764,799,818,846,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Kansas,549,573,593,620,684,706,716,741,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Kentucky,1045,1138,1219,1335,1466,1532,1592,1654,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Louisiana,1039,1098,1154,1222,1345,1474,1525,1559,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Maine,340,356,367,390,434,468,486,510,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Maryland,813,867,912,970,1184,1334,1373,1434,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Massachusetts,1311,1368,1422,1494,1737,1926,2032,2149,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Michigan,1974,2159,2353,2647,2932,3229,3334,3432,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Minnesota,932,960,990,1036,1143,1235,1249,1285,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Mississippi,721,746,763,795,863,920,959,1000,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Missouri,1365,1445,1517,1621,1848,1922,1974,2058,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Montana,170,179,185,196,220,239,248,265,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Nebraska,352,366,373,388,427,450,459,479,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Nevada,346,366,395,431,505,585,632,664,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
New Hampshire,224,238,248,263,293,324,342,358,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
New Jersey,1899,2076,2224,2444,2695,2844,2927,2970,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
New Mexico,317,339,356,379,424,473,508,527,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
New York,4492,4850,5227,5678,6356,6929,7161,7340,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
North Carolina,2084,2245,2375,2552,2825,3042,3170,3309,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
North Dakota,132,135,134,137,148,153,159,162,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Ohio,2386,2630,2857,3176,3499,3711,3780,3922,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Oklahoma,778,817,844,886,980,1034,1065,1111,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Oregon,653,687,730,777,889,1001,1052,1081,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Pennsylvania,3123,3321,3495,3743,4167,4516,4623,4730,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Rhode Island,236,243,248,268,303,319,317,310,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
South Carolina,953,1009,1072,1170,1431,1554,1616,1707,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
South Dakota,154,160,163,169,186,195,198,206,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Tennessee,1539,1602,1666,1776,1989,2174,2264,2375,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Texas,3809,4167,4489,4943,5620,6042,6341,6685,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Utah,296,318,339,363,414,461,485,502,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Vermont,136,141,144,150,173,191,195,202,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Virginia,1261,1344,1409,1495,1673,1805,1880,1948,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Washington,958,1011,1053,1117,1279,1433,1506,1574,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
West Virginia,534,559,579,610,669,701,723,729,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Wisconsin,1019,1102,1176,1267,1437,1529,1585,1659,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Wyoming,80,84,86,91,105,110,113,118,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars)
Alabama,164,163,177,172,170,177,167,178,8,Medicare/Durable Medical Products (Millions of Dollars)
Alaska,5,6,6,6,5,6,5,5,8,Medicare/Durable Medical Products (Millions of Dollars)
Arizona,150,170,171,168,169,175,177,203,8,Medicare/Durable Medical Products (Millions of Dollars)
Arkansas,108,108,116,108,101,109,102,103,8,Medicare/Durable Medical Products (Millions of Dollars)
California,689,673,723,705,725,736,705,773,8,Medicare/Durable Medical Products (Millions of Dollars)
Colorado,148,150,163,164,166,169,149,152,8,Medicare/Durable Medical Products (Millions of Dollars)
Connecticut,66,70,74,72,72,72,71,69,8,Medicare/Durable Medical Products (Millions of Dollars)
Delaware,17,18,20,20,20,21,20,20,8,Medicare/Durable Medical Products (Millions of Dollars)
District of Columbia,8,9,9,9,8,9,9,10,8,Medicare/Durable Medical Products (Millions of Dollars)
Florida,556,562,612,599,632,632,646,684,8,Medicare/Durable Medical Products (Millions of Dollars)
Georgia,241,252,280,281,292,276,269,288,8,Medicare/Durable Medical Products (Millions of Dollars)
Hawaii,19,18,18,17,17,17,17,24,8,Medicare/Durable Medical Products (Millions of Dollars)
Idaho,39,43,47,45,45,47,45,43,8,Medicare/Durable Medical Products (Millions of Dollars)
Illinois,242,234,251,235,246,265,252,253,8,Medicare/Durable Medical Products (Millions of Dollars)
Indiana,174,167,178,172,166,170,167,175,8,Medicare/Durable Medical Products (Millions of Dollars)
Iowa,70,69,72,69,64,66,62,62,8,Medicare/Durable Medical Products (Millions of Dollars)
Kansas,70,68,70,63,59,64,61,58,8,Medicare/Durable Medical Products (Millions of Dollars)
Kentucky,151,146,156,149,144,152,147,152,8,Medicare/Durable Medical Products (Millions of Dollars)
Louisiana,135,133,140,136,126,141,129,139,8,Medicare/Durable Medical Products (Millions of Dollars)
Maine,33,33,35,34,33,35,34,33,8,Medicare/Durable Medical Products (Millions of Dollars)
Maryland,90,90,97,91,87,91,85,84,8,Medicare/Durable Medical Products (Millions of Dollars)
Massachusetts,117,118,131,129,129,133,128,133,8,Medicare/Durable Medical Products (Millions of Dollars)
Michigan,267,275,281,256,243,260,243,268,8,Medicare/Durable Medical Products (Millions of Dollars)
Minnesota,95,101,112,110,106,108,100,109,8,Medicare/Durable Medical Products (Millions of Dollars)
Mississippi,107,105,109,101,96,105,97,97,8,Medicare/Durable Medical Products (Millions of Dollars)
Missouri,182,181,201,182,176,188,183,190,8,Medicare/Durable Medical Products (Millions of Dollars)
Montana,28,27,28,27,25,28,24,23,8,Medicare/Durable Medical Products (Millions of Dollars)
Nebraska,44,43,45,43,39,41,38,37,8,Medicare/Durable Medical Products (Millions of Dollars)
Nevada,80,83,89,65,81,81,86,90,8,Medicare/Durable Medical Products (Millions of Dollars)
New Hampshire,25,25,26,25,23,24,21,20,8,Medicare/Durable Medical Products (Millions of Dollars)
New Jersey,144,145,157,156,150,150,150,164,8,Medicare/Durable Medical Products (Millions of Dollars)
New Mexico,66,68,71,66,63,67,67,69,8,Medicare/Durable Medical Products (Millions of Dollars)
New York,391,384,430,425,428,408,423,452,8,Medicare/Durable Medical Products (Millions of Dollars)
North Carolina,283,275,293,292,301,308,289,299,8,Medicare/Durable Medical Products (Millions of Dollars)
North Dakota,12,12,12,11,10,11,10,9,8,Medicare/Durable Medical Products (Millions of Dollars)
Ohio,301,300,345,335,327,332,299,320,8,Medicare/Durable Medical Products (Millions of Dollars)
Oklahoma,124,118,121,113,110,112,104,105,8,Medicare/Durable Medical Products (Millions of Dollars)
Oregon,109,115,115,117,115,118,111,117,8,Medicare/Durable Medical Products (Millions of Dollars)
Pennsylvania,372,383,395,387,397,394,340,360,8,Medicare/Durable Medical Products (Millions of Dollars)
Rhode Island,18,20,23,22,21,19,19,23,8,Medicare/Durable Medical Products (Millions of Dollars)
South Carolina,158,160,177,173,162,163,159,182,8,Medicare/Durable Medical Products (Millions of Dollars)
South Dakota,19,19,19,16,15,16,15,13,8,Medicare/Durable Medical Products (Millions of Dollars)
Tennessee,219,222,249,245,237,234,235,243,8,Medicare/Durable Medical Products (Millions of Dollars)
Texas,592,590,621,584,579,604,583,662,8,Medicare/Durable Medical Products (Millions of Dollars)
Utah,65,68,71,71,69,72,71,72,8,Medicare/Durable Medical Products (Millions of Dollars)
Vermont,11,11,13,13,12,12,11,10,8,Medicare/Durable Medical Products (Millions of Dollars)
Virginia,171,166,179,175,167,173,164,164,8,Medicare/Durable Medical Products (Millions of Dollars)
Washington,131,130,138,136,134,136,130,144,8,Medicare/Durable Medical Products (Millions of Dollars)
West Virginia,68,68,75,72,70,71,67,66,8,Medicare/Durable Medical Products (Millions of Dollars)
Wisconsin,113,117,127,125,131,136,133,138,8,Medicare/Durable Medical Products (Millions of Dollars)
Wyoming,19,19,19,17,15,16,14,12,8,Medicare/Durable Medical Products (Millions of Dollars)
Alabama,450,486,450,442,450,478,467,477,9,Medicare/Nursing Home Care (Millions of Dollars)
Alaska,6,6,6,6,8,10,14,15,9,Medicare/Nursing Home Care (Millions of Dollars)
Arizona,376,420,430,466,460,488,491,501,9,Medicare/Nursing Home Care (Millions of Dollars)
Arkansas,250,282,258,272,289,302,314,315,9,Medicare/Nursing Home Care (Millions of Dollars)
California,3321,3729,3661,3881,3834,3998,4038,4230,9,Medicare/Nursing Home Care (Millions of Dollars)
Colorado,351,383,365,375,387,407,424,440,9,Medicare/Nursing Home Care (Millions of Dollars)
Connecticut,651,665,612,637,650,650,621,617,9,Medicare/Nursing Home Care (Millions of Dollars)
Delaware,123,139,133,139,136,131,129,134,9,Medicare/Nursing Home Care (Millions of Dollars)
District of Columbia,66,73,69,72,74,78,78,75,9,Medicare/Nursing Home Care (Millions of Dollars)
Florida,2741,3026,2804,2815,2853,2952,2919,2867,9,Medicare/Nursing Home Care (Millions of Dollars)
Georgia,599,660,618,639,662,714,769,739,9,Medicare/Nursing Home Care (Millions of Dollars)
Hawaii,62,80,82,87,96,99,105,113,9,Medicare/Nursing Home Care (Millions of Dollars)
Idaho,94,100,91,89,99,105,108,111,9,Medicare/Nursing Home Care (Millions of Dollars)
Illinois,1660,1910,1787,1831,1821,1838,1828,1775,9,Medicare/Nursing Home Care (Millions of Dollars)
Indiana,957,1050,977,1006,1037,1061,1046,1039,9,Medicare/Nursing Home Care (Millions of Dollars)
Iowa,190,204,193,209,238,280,311,316,9,Medicare/Nursing Home Care (Millions of Dollars)
Kansas,203,224,207,214,244,278,305,308,9,Medicare/Nursing Home Care (Millions of Dollars)
Kentucky,487,534,501,508,522,546,567,569,9,Medicare/Nursing Home Care (Millions of Dollars)
Louisiana,394,442,390,395,411,450,456,465,9,Medicare/Nursing Home Care (Millions of Dollars)
Maine,143,148,131,130,139,146,150,147,9,Medicare/Nursing Home Care (Millions of Dollars)
Maryland,675,758,706,728,745,782,769,752,9,Medicare/Nursing Home Care (Millions of Dollars)
Massachusetts,1165,1259,1130,1104,1120,1122,1042,1000,9,Medicare/Nursing Home Care (Millions of Dollars)
Michigan,1159,1325,1247,1218,1289,1311,1251,1221,9,Medicare/Nursing Home Care (Millions of Dollars)
Minnesota,493,534,515,523,545,573,602,643,9,Medicare/Nursing Home Care (Millions of Dollars)
Mississippi,256,270,240,246,273,317,341,340,9,Medicare/Nursing Home Care (Millions of Dollars)
Missouri,624,679,636,629,673,694,683,682,9,Medicare/Nursing Home Care (Millions of Dollars)
Montana,47,42,44,44,56,70,78,80,9,Medicare/Nursing Home Care (Millions of Dollars)
Nebraska,154,167,156,162,177,209,222,233,9,Medicare/Nursing Home Care (Millions of Dollars)
Nevada,213,243,224,211,235,233,272,292,9,Medicare/Nursing Home Care (Millions of Dollars)
New Hampshire,161,176,156,157,167,178,178,179,9,Medicare/Nursing Home Care (Millions of Dollars)
New Jersey,1454,1610,1488,1519,1591,1636,1586,1550,9,Medicare/Nursing Home Care (Millions of Dollars)
New Mexico,127,136,126,138,140,150,140,148,9,Medicare/Nursing Home Care (Millions of Dollars)
New York,2134,2425,2397,2455,2546,2759,2805,2942,9,Medicare/Nursing Home Care (Millions of Dollars)
North Carolina,912,1010,954,1020,1039,1069,1090,1066,9,Medicare/Nursing Home Care (Millions of Dollars)
North Dakota,28,30,29,28,32,40,49,53,9,Medicare/Nursing Home Care (Millions of Dollars)
Ohio,1676,1794,1722,1673,1670,1626,1640,1626,9,Medicare/Nursing Home Care (Millions of Dollars)
Oklahoma,249,279,267,280,298,332,347,378,9,Medicare/Nursing Home Care (Millions of Dollars)
Oregon,244,256,259,276,292,312,321,337,9,Medicare/Nursing Home Care (Millions of Dollars)
Pennsylvania,1732,1946,1821,1822,1849,1871,1730,1788,9,Medicare/Nursing Home Care (Millions of Dollars)
Rhode Island,167,180,169,167,168,173,163,156,9,Medicare/Nursing Home Care (Millions of Dollars)
South Carolina,425,466,451,459,469,477,482,493,9,Medicare/Nursing Home Care (Millions of Dollars)
South Dakota,52,57,51,52,59,73,79,86,9,Medicare/Nursing Home Care (Millions of Dollars)
Tennessee,703,784,737,733,765,811,813,805,9,Medicare/Nursing Home Care (Millions of Dollars)
Texas,2003,2255,2192,2284,2356,2483,2504,2598,9,Medicare/Nursing Home Care (Millions of Dollars)
Utah,152,169,168,167,180,191,192,197,9,Medicare/Nursing Home Care (Millions of Dollars)
Vermont,55,62,59,60,64,71,74,77,9,Medicare/Nursing Home Care (Millions of Dollars)
Virginia,721,796,757,797,786,796,793,794,9,Medicare/Nursing Home Care (Millions of Dollars)
Washington,566,614,595,621,652,686,697,707,9,Medicare/Nursing Home Care (Millions of Dollars)
West Virginia,188,194,191,184,190,205,214,212,9,Medicare/Nursing Home Care (Millions of Dollars)
Wisconsin,599,632,600,618,628,664,660,668,9,Medicare/Nursing Home Care (Millions of Dollars)
Wyoming,29,32,32,30,34,40,47,49,9,Medicare/Nursing Home Care (Millions of Dollars)
Alabama,93,99,103,104,106,109,106,100,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Alaska,13,14,15,15,16,18,19,19,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Arizona,71,73,73,71,72,79,78,81,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Arkansas,56,59,60,58,60,62,62,64,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
California,434,457,487,500,468,448,402,402,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Colorado,33,36,38,39,42,43,44,45,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Connecticut,84,84,80,81,82,82,79,78,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Delaware,20,21,21,23,24,23,19,19,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
District of Columbia,8,8,8,9,10,10,10,10,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Florida,262,267,273,280,284,285,277,281,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Georgia,134,161,187,194,202,208,208,219,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Hawaii,12,11,11,9,8,10,12,11,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Idaho,13,14,14,15,15,16,17,18,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Illinois,211,219,226,226,225,215,213,209,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Indiana,113,117,119,116,117,114,106,104,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Iowa,28,31,34,34,37,41,40,42,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Kansas,38,39,39,41,41,43,42,44,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Kentucky,120,124,124,117,121,118,114,115,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Louisiana,73,76,78,77,78,76,72,74,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Maine,31,32,33,33,34,35,32,32,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Maryland,67,72,74,81,85,90,90,96,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Massachusetts,170,175,176,182,183,186,181,179,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Michigan,168,167,174,177,175,172,164,162,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Minnesota,32,34,37,39,41,41,42,45,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Mississippi,49,51,53,57,58,61,63,70,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Missouri,94,96,102,99,102,102,97,93,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Montana,9,10,11,12,13,14,14,14,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Nebraska,19,21,21,21,23,25,25,26,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Nevada,25,26,28,31,33,34,34,36,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
New Hampshire,25,27,27,27,29,30,29,29,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
New Jersey,194,213,221,230,240,137,132,132,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
New Mexico,29,31,34,37,38,40,39,39,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
New York,256,261,264,264,263,261,248,244,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
North Carolina,171,178,186,189,180,182,174,179,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
North Dakota,7,8,9,9,10,10,10,10,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Ohio,218,219,225,222,226,207,214,210,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Oklahoma,62,66,65,67,71,73,74,79,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Oregon,33,36,40,42,43,46,48,50,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Pennsylvania,239,243,239,234,221,185,179,180,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Rhode Island,24,26,27,27,27,26,24,21,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
South Carolina,129,138,149,153,152,136,132,131,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
South Dakota,9,10,11,11,13,14,14,16,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Tennessee,144,148,151,144,141,143,139,139,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Texas,405,377,345,341,362,365,366,379,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Utah,10,11,12,12,13,14,13,14,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Vermont,14,14,15,15,15,16,15,15,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Virginia,126,142,155,160,160,160,143,142,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Washington,72,73,76,78,83,87,88,89,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
West Virginia,62,67,70,67,68,70,66,66,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Wisconsin,61,63,65,67,67,68,67,68,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
Wyoming,4,5,6,8,9,10,9,11,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)"
