,State_Name,Cost,Code,Item,Year
346,Oregon,283,6,Medicare/Home Health Care (Millions of Dollars),2011
347,Pennsylvania,1304,6,Medicare/Home Health Care (Millions of Dollars),2011
348,Rhode Island,129,6,Medicare/Home Health Care (Millions of Dollars),2011
349,South Carolina,520,6,Medicare/Home Health Care (Millions of Dollars),2011
350,South Dakota,30,6,Medicare/Home Health Care (Millions of Dollars),2011
351,Tennessee,802,6,Medicare/Home Health Care (Millions of Dollars),2011
352,Texas,3991,6,Medicare/Home Health Care (Millions of Dollars),2011
353,Utah,246,6,Medicare/Home Health Care (Millions of Dollars),2011
354,Vermont,54,6,Medicare/Home Health Care (Millions of Dollars),2011
355,Virginia,613,6,Medicare/Home Health Care (Millions of Dollars),2011
356,Washington,404,6,Medicare/Home Health Care (Millions of Dollars),2011
357,West Virginia,185,6,Medicare/Home Health Care (Millions of Dollars),2011
358,Wisconsin,392,6,Medicare/Home Health Care (Millions of Dollars),2011
359,Wyoming,23,6,Medicare/Home Health Care (Millions of Dollars),2011
369,Alabama,1173,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
370,Alaska,69,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
371,Arizona,989,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
372,Arkansas,667,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
373,California,6635,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
374,Colorado,662,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
375,Connecticut,807,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
376,Delaware,213,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
377,District of Columbia,99,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
378,Florida,4767,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
379,Georgia,1741,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
380,Hawaii,240,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
381,Idaho,255,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
382,Illinois,2295,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
383,Indiana,1432,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
384,Iowa,650,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
385,Kansas,573,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
386,Kentucky,1138,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
387,Louisiana,1098,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
388,Maine,356,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
389,Maryland,867,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
390,Massachusetts,1368,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
391,Michigan,2159,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
392,Minnesota,960,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
393,Mississippi,746,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
394,Missouri,1445,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
395,Montana,179,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
396,Nebraska,366,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
397,Nevada,366,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
398,New Hampshire,238,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
399,New Jersey,2076,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
400,New Mexico,339,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
401,New York,4850,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
402,North Carolina,2245,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
403,North Dakota,135,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
404,Ohio,2630,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
405,Oklahoma,817,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
406,Oregon,687,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
407,Pennsylvania,3321,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
408,Rhode Island,243,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
409,South Carolina,1009,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
410,South Dakota,160,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
411,Tennessee,1602,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
412,Texas,4167,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
413,Utah,318,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
414,Vermont,141,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
415,Virginia,1344,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
416,Washington,1011,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
417,West Virginia,559,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
418,Wisconsin,1102,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
419,Wyoming,84,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2011
429,Alabama,163,8,Medicare/Durable Medical Products (Millions of Dollars),2011
430,Alaska,6,8,Medicare/Durable Medical Products (Millions of Dollars),2011
431,Arizona,170,8,Medicare/Durable Medical Products (Millions of Dollars),2011
432,Arkansas,108,8,Medicare/Durable Medical Products (Millions of Dollars),2011
433,California,673,8,Medicare/Durable Medical Products (Millions of Dollars),2011
434,Colorado,150,8,Medicare/Durable Medical Products (Millions of Dollars),2011
435,Connecticut,70,8,Medicare/Durable Medical Products (Millions of Dollars),2011
436,Delaware,18,8,Medicare/Durable Medical Products (Millions of Dollars),2011
437,District of Columbia,9,8,Medicare/Durable Medical Products (Millions of Dollars),2011
438,Florida,562,8,Medicare/Durable Medical Products (Millions of Dollars),2011
439,Georgia,252,8,Medicare/Durable Medical Products (Millions of Dollars),2011
440,Hawaii,18,8,Medicare/Durable Medical Products (Millions of Dollars),2011
441,Idaho,43,8,Medicare/Durable Medical Products (Millions of Dollars),2011
442,Illinois,234,8,Medicare/Durable Medical Products (Millions of Dollars),2011
443,Indiana,167,8,Medicare/Durable Medical Products (Millions of Dollars),2011
444,Iowa,69,8,Medicare/Durable Medical Products (Millions of Dollars),2011
445,Kansas,68,8,Medicare/Durable Medical Products (Millions of Dollars),2011
446,Kentucky,146,8,Medicare/Durable Medical Products (Millions of Dollars),2011
447,Louisiana,133,8,Medicare/Durable Medical Products (Millions of Dollars),2011
448,Maine,33,8,Medicare/Durable Medical Products (Millions of Dollars),2011
449,Maryland,90,8,Medicare/Durable Medical Products (Millions of Dollars),2011
450,Massachusetts,118,8,Medicare/Durable Medical Products (Millions of Dollars),2011
451,Michigan,275,8,Medicare/Durable Medical Products (Millions of Dollars),2011
452,Minnesota,101,8,Medicare/Durable Medical Products (Millions of Dollars),2011
453,Mississippi,105,8,Medicare/Durable Medical Products (Millions of Dollars),2011
454,Missouri,181,8,Medicare/Durable Medical Products (Millions of Dollars),2011
455,Montana,27,8,Medicare/Durable Medical Products (Millions of Dollars),2011
456,Nebraska,43,8,Medicare/Durable Medical Products (Millions of Dollars),2011
457,Nevada,83,8,Medicare/Durable Medical Products (Millions of Dollars),2011
458,New Hampshire,25,8,Medicare/Durable Medical Products (Millions of Dollars),2011
459,New Jersey,145,8,Medicare/Durable Medical Products (Millions of Dollars),2011
460,New Mexico,68,8,Medicare/Durable Medical Products (Millions of Dollars),2011
461,New York,384,8,Medicare/Durable Medical Products (Millions of Dollars),2011
462,North Carolina,275,8,Medicare/Durable Medical Products (Millions of Dollars),2011
463,North Dakota,12,8,Medicare/Durable Medical Products (Millions of Dollars),2011
464,Ohio,300,8,Medicare/Durable Medical Products (Millions of Dollars),2011
465,Oklahoma,118,8,Medicare/Durable Medical Products (Millions of Dollars),2011
466,Oregon,115,8,Medicare/Durable Medical Products (Millions of Dollars),2011
467,Pennsylvania,383,8,Medicare/Durable Medical Products (Millions of Dollars),2011
468,Rhode Island,20,8,Medicare/Durable Medical Products (Millions of Dollars),2011
469,South Carolina,160,8,Medicare/Durable Medical Products (Millions of Dollars),2011
470,South Dakota,19,8,Medicare/Durable Medical Products (Millions of Dollars),2011
471,Tennessee,222,8,Medicare/Durable Medical Products (Millions of Dollars),2011
472,Texas,590,8,Medicare/Durable Medical Products (Millions of Dollars),2011
473,Utah,68,8,Medicare/Durable Medical Products (Millions of Dollars),2011
474,Vermont,11,8,Medicare/Durable Medical Products (Millions of Dollars),2011
475,Virginia,166,8,Medicare/Durable Medical Products (Millions of Dollars),2011
476,Washington,130,8,Medicare/Durable Medical Products (Millions of Dollars),2011
477,West Virginia,68,8,Medicare/Durable Medical Products (Millions of Dollars),2011
478,Wisconsin,117,8,Medicare/Durable Medical Products (Millions of Dollars),2011
479,Wyoming,19,8,Medicare/Durable Medical Products (Millions of Dollars),2011
489,Alabama,486,9,Medicare/Nursing Home Care (Millions of Dollars),2011
490,Alaska,6,9,Medicare/Nursing Home Care (Millions of Dollars),2011
491,Arizona,420,9,Medicare/Nursing Home Care (Millions of Dollars),2011
492,Arkansas,282,9,Medicare/Nursing Home Care (Millions of Dollars),2011
493,California,3729,9,Medicare/Nursing Home Care (Millions of Dollars),2011
494,Colorado,383,9,Medicare/Nursing Home Care (Millions of Dollars),2011
495,Connecticut,665,9,Medicare/Nursing Home Care (Millions of Dollars),2011
496,Delaware,139,9,Medicare/Nursing Home Care (Millions of Dollars),2011
497,District of Columbia,73,9,Medicare/Nursing Home Care (Millions of Dollars),2011
498,Florida,3026,9,Medicare/Nursing Home Care (Millions of Dollars),2011
499,Georgia,660,9,Medicare/Nursing Home Care (Millions of Dollars),2011
500,Hawaii,80,9,Medicare/Nursing Home Care (Millions of Dollars),2011
501,Idaho,100,9,Medicare/Nursing Home Care (Millions of Dollars),2011
502,Illinois,1910,9,Medicare/Nursing Home Care (Millions of Dollars),2011
503,Indiana,1050,9,Medicare/Nursing Home Care (Millions of Dollars),2011
504,Iowa,204,9,Medicare/Nursing Home Care (Millions of Dollars),2011
505,Kansas,224,9,Medicare/Nursing Home Care (Millions of Dollars),2011
506,Kentucky,534,9,Medicare/Nursing Home Care (Millions of Dollars),2011
507,Louisiana,442,9,Medicare/Nursing Home Care (Millions of Dollars),2011
508,Maine,148,9,Medicare/Nursing Home Care (Millions of Dollars),2011
509,Maryland,758,9,Medicare/Nursing Home Care (Millions of Dollars),2011
510,Massachusetts,1259,9,Medicare/Nursing Home Care (Millions of Dollars),2011
511,Michigan,1325,9,Medicare/Nursing Home Care (Millions of Dollars),2011
512,Minnesota,534,9,Medicare/Nursing Home Care (Millions of Dollars),2011
513,Mississippi,270,9,Medicare/Nursing Home Care (Millions of Dollars),2011
514,Missouri,679,9,Medicare/Nursing Home Care (Millions of Dollars),2011
515,Montana,42,9,Medicare/Nursing Home Care (Millions of Dollars),2011
516,Nebraska,167,9,Medicare/Nursing Home Care (Millions of Dollars),2011
517,Nevada,243,9,Medicare/Nursing Home Care (Millions of Dollars),2011
518,New Hampshire,176,9,Medicare/Nursing Home Care (Millions of Dollars),2011
519,New Jersey,1610,9,Medicare/Nursing Home Care (Millions of Dollars),2011
520,New Mexico,136,9,Medicare/Nursing Home Care (Millions of Dollars),2011
521,New York,2425,9,Medicare/Nursing Home Care (Millions of Dollars),2011
522,North Carolina,1010,9,Medicare/Nursing Home Care (Millions of Dollars),2011
523,North Dakota,30,9,Medicare/Nursing Home Care (Millions of Dollars),2011
524,Ohio,1794,9,Medicare/Nursing Home Care (Millions of Dollars),2011
525,Oklahoma,279,9,Medicare/Nursing Home Care (Millions of Dollars),2011
526,Oregon,256,9,Medicare/Nursing Home Care (Millions of Dollars),2011
527,Pennsylvania,1946,9,Medicare/Nursing Home Care (Millions of Dollars),2011
528,Rhode Island,180,9,Medicare/Nursing Home Care (Millions of Dollars),2011
529,South Carolina,466,9,Medicare/Nursing Home Care (Millions of Dollars),2011
530,South Dakota,57,9,Medicare/Nursing Home Care (Millions of Dollars),2011
531,Tennessee,784,9,Medicare/Nursing Home Care (Millions of Dollars),2011
532,Texas,2255,9,Medicare/Nursing Home Care (Millions of Dollars),2011
533,Utah,169,9,Medicare/Nursing Home Care (Millions of Dollars),2011
534,Vermont,62,9,Medicare/Nursing Home Care (Millions of Dollars),2011
535,Virginia,796,9,Medicare/Nursing Home Care (Millions of Dollars),2011
536,Washington,614,9,Medicare/Nursing Home Care (Millions of Dollars),2011
537,West Virginia,194,9,Medicare/Nursing Home Care (Millions of Dollars),2011
538,Wisconsin,632,9,Medicare/Nursing Home Care (Millions of Dollars),2011
539,Wyoming,32,9,Medicare/Nursing Home Care (Millions of Dollars),2011
549,Alabama,99,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
550,Alaska,14,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
551,Arizona,73,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
552,Arkansas,59,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
553,California,457,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
554,Colorado,36,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
555,Connecticut,84,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
556,Delaware,21,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
557,District of Columbia,8,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
558,Florida,267,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
559,Georgia,161,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
560,Hawaii,11,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
561,Idaho,14,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
562,Illinois,219,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
563,Indiana,117,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
564,Iowa,31,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
565,Kansas,39,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
566,Kentucky,124,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
567,Louisiana,76,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
568,Maine,32,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
569,Maryland,72,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
570,Massachusetts,175,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
571,Michigan,167,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
572,Minnesota,34,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
573,Mississippi,51,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
574,Missouri,96,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
575,Montana,10,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
576,Nebraska,21,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
577,Nevada,26,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
578,New Hampshire,27,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
579,New Jersey,213,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
580,New Mexico,31,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
581,New York,261,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
582,North Carolina,178,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
583,North Dakota,8,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
584,Ohio,219,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
585,Oklahoma,66,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
586,Oregon,36,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
587,Pennsylvania,243,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
588,Rhode Island,26,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
589,South Carolina,138,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
590,South Dakota,10,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
591,Tennessee,148,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
592,Texas,377,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
593,Utah,11,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
594,Vermont,14,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
595,Virginia,142,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
596,Washington,73,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
597,West Virginia,67,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
598,Wisconsin,63,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
599,Wyoming,5,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2011
9,Alabama,8968,1,Medicare/Personal Health Care (Millions of Dollars),2012
10,Alaska,640,1,Medicare/Personal Health Care (Millions of Dollars),2012
11,Arizona,10063,1,Medicare/Personal Health Care (Millions of Dollars),2012
12,Arkansas,5162,1,Medicare/Personal Health Care (Millions of Dollars),2012
13,California,58929,1,Medicare/Personal Health Care (Millions of Dollars),2012
14,Colorado,6210,1,Medicare/Personal Health Care (Millions of Dollars),2012
15,Connecticut,6705,1,Medicare/Personal Health Care (Millions of Dollars),2012
16,Delaware,1749,1,Medicare/Personal Health Care (Millions of Dollars),2012
17,District of Columbia,953,1,Medicare/Personal Health Care (Millions of Dollars),2012
18,Florida,44628,1,Medicare/Personal Health Care (Millions of Dollars),2012
19,Georgia,13843,1,Medicare/Personal Health Care (Millions of Dollars),2012
20,Hawaii,1840,1,Medicare/Personal Health Care (Millions of Dollars),2012
21,Idaho,2085,1,Medicare/Personal Health Care (Millions of Dollars),2012
22,Illinois,21205,1,Medicare/Personal Health Care (Millions of Dollars),2012
23,Indiana,11022,1,Medicare/Personal Health Care (Millions of Dollars),2012
24,Iowa,4791,1,Medicare/Personal Health Care (Millions of Dollars),2012
25,Kansas,4440,1,Medicare/Personal Health Care (Millions of Dollars),2012
26,Kentucky,8126,1,Medicare/Personal Health Care (Millions of Dollars),2012
27,Louisiana,8724,1,Medicare/Personal Health Care (Millions of Dollars),2012
28,Maine,2502,1,Medicare/Personal Health Care (Millions of Dollars),2012
29,Maryland,9908,1,Medicare/Personal Health Care (Millions of Dollars),2012
30,Massachusetts,13153,1,Medicare/Personal Health Care (Millions of Dollars),2012
31,Michigan,19382,1,Medicare/Personal Health Care (Millions of Dollars),2012
32,Minnesota,7771,1,Medicare/Personal Health Care (Millions of Dollars),2012
33,Mississippi,5722,1,Medicare/Personal Health Care (Millions of Dollars),2012
34,Missouri,10746,1,Medicare/Personal Health Care (Millions of Dollars),2012
35,Montana,1421,1,Medicare/Personal Health Care (Millions of Dollars),2012
36,Nebraska,2795,1,Medicare/Personal Health Care (Millions of Dollars),2012
37,Nevada,4094,1,Medicare/Personal Health Care (Millions of Dollars),2012
38,New Hampshire,2185,1,Medicare/Personal Health Care (Millions of Dollars),2012
39,New Jersey,17010,1,Medicare/Personal Health Care (Millions of Dollars),2012
40,New Mexico,2875,1,Medicare/Personal Health Care (Millions of Dollars),2012
41,New York,37512,1,Medicare/Personal Health Care (Millions of Dollars),2012
42,North Carolina,16233,1,Medicare/Personal Health Care (Millions of Dollars),2012
43,North Dakota,1000,1,Medicare/Personal Health Care (Millions of Dollars),2012
44,Ohio,21479,1,Medicare/Personal Health Care (Millions of Dollars),2012
45,Oklahoma,6477,1,Medicare/Personal Health Care (Millions of Dollars),2012
46,Oregon,5756,1,Medicare/Personal Health Care (Millions of Dollars),2012
47,Pennsylvania,25981,1,Medicare/Personal Health Care (Millions of Dollars),2012
48,Rhode Island,1973,1,Medicare/Personal Health Care (Millions of Dollars),2012
49,South Carolina,8421,1,Medicare/Personal Health Care (Millions of Dollars),2012
50,South Dakota,1249,1,Medicare/Personal Health Care (Millions of Dollars),2012
51,Tennessee,11583,1,Medicare/Personal Health Care (Millions of Dollars),2012
52,Texas,38358,1,Medicare/Personal Health Care (Millions of Dollars),2012
53,Utah,2683,1,Medicare/Personal Health Care (Millions of Dollars),2012
54,Vermont,1071,1,Medicare/Personal Health Care (Millions of Dollars),2012
55,Virginia,11391,1,Medicare/Personal Health Care (Millions of Dollars),2012
56,Washington,9295,1,Medicare/Personal Health Care (Millions of Dollars),2012
57,West Virginia,3886,1,Medicare/Personal Health Care (Millions of Dollars),2012
58,Wisconsin,8889,1,Medicare/Personal Health Care (Millions of Dollars),2012
59,Wyoming,756,1,Medicare/Personal Health Care (Millions of Dollars),2012
69,Alabama,3665,2,Medicare/Hospital Care (Millions of Dollars),2012
70,Alaska,386,2,Medicare/Hospital Care (Millions of Dollars),2012
71,Arizona,4270,2,Medicare/Hospital Care (Millions of Dollars),2012
72,Arkansas,2510,2,Medicare/Hospital Care (Millions of Dollars),2012
73,California,24933,2,Medicare/Hospital Care (Millions of Dollars),2012
74,Colorado,2660,2,Medicare/Hospital Care (Millions of Dollars),2012
75,Connecticut,2966,2,Medicare/Hospital Care (Millions of Dollars),2012
76,Delaware,775,2,Medicare/Hospital Care (Millions of Dollars),2012
77,District of Columbia,485,2,Medicare/Hospital Care (Millions of Dollars),2012
78,Florida,16799,2,Medicare/Hospital Care (Millions of Dollars),2012
79,Georgia,5826,2,Medicare/Hospital Care (Millions of Dollars),2012
80,Hawaii,807,2,Medicare/Hospital Care (Millions of Dollars),2012
81,Idaho,1002,2,Medicare/Hospital Care (Millions of Dollars),2012
82,Illinois,9874,2,Medicare/Hospital Care (Millions of Dollars),2012
83,Indiana,5106,2,Medicare/Hospital Care (Millions of Dollars),2012
84,Iowa,2537,2,Medicare/Hospital Care (Millions of Dollars),2012
85,Kansas,2221,2,Medicare/Hospital Care (Millions of Dollars),2012
86,Kentucky,3923,2,Medicare/Hospital Care (Millions of Dollars),2012
87,Louisiana,3997,2,Medicare/Hospital Care (Millions of Dollars),2012
88,Maine,1274,2,Medicare/Hospital Care (Millions of Dollars),2012
89,Maryland,5212,2,Medicare/Hospital Care (Millions of Dollars),2012
90,Massachusetts,6534,2,Medicare/Hospital Care (Millions of Dollars),2012
91,Michigan,9009,2,Medicare/Hospital Care (Millions of Dollars),2012
92,Minnesota,4089,2,Medicare/Hospital Care (Millions of Dollars),2012
93,Mississippi,2745,2,Medicare/Hospital Care (Millions of Dollars),2012
94,Missouri,5014,2,Medicare/Hospital Care (Millions of Dollars),2012
95,Montana,788,2,Medicare/Hospital Care (Millions of Dollars),2012
96,Nebraska,1452,2,Medicare/Hospital Care (Millions of Dollars),2012
97,Nevada,1797,2,Medicare/Hospital Care (Millions of Dollars),2012
98,New Hampshire,1162,2,Medicare/Hospital Care (Millions of Dollars),2012
99,New Jersey,7141,2,Medicare/Hospital Care (Millions of Dollars),2012
100,New Mexico,1274,2,Medicare/Hospital Care (Millions of Dollars),2012
101,New York,16960,2,Medicare/Hospital Care (Millions of Dollars),2012
102,North Carolina,7191,2,Medicare/Hospital Care (Millions of Dollars),2012
103,North Dakota,619,2,Medicare/Hospital Care (Millions of Dollars),2012
104,Ohio,9621,2,Medicare/Hospital Care (Millions of Dollars),2012
105,Oklahoma,3073,2,Medicare/Hospital Care (Millions of Dollars),2012
106,Oregon,2524,2,Medicare/Hospital Care (Millions of Dollars),2012
107,Pennsylvania,11531,2,Medicare/Hospital Care (Millions of Dollars),2012
108,Rhode Island,860,2,Medicare/Hospital Care (Millions of Dollars),2012
109,South Carolina,3684,2,Medicare/Hospital Care (Millions of Dollars),2012
110,South Dakota,723,2,Medicare/Hospital Care (Millions of Dollars),2012
111,Tennessee,4779,2,Medicare/Hospital Care (Millions of Dollars),2012
112,Texas,16295,2,Medicare/Hospital Care (Millions of Dollars),2012
113,Utah,1058,2,Medicare/Hospital Care (Millions of Dollars),2012
114,Vermont,613,2,Medicare/Hospital Care (Millions of Dollars),2012
115,Virginia,5146,2,Medicare/Hospital Care (Millions of Dollars),2012
116,Washington,4371,2,Medicare/Hospital Care (Millions of Dollars),2012
117,West Virginia,1930,2,Medicare/Hospital Care (Millions of Dollars),2012
118,Wisconsin,4326,2,Medicare/Hospital Care (Millions of Dollars),2012
119,Wyoming,427,2,Medicare/Hospital Care (Millions of Dollars),2012
129,Alabama,2332,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
130,Alaska,121,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
131,Arizona,2932,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
132,Arkansas,1130,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
133,California,16972,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
134,Colorado,1645,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
135,Connecticut,1528,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
136,Delaware,397,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
137,District of Columbia,212,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
138,Florida,13651,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
139,Georgia,3630,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
140,Hawaii,547,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
141,Idaho,436,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
142,Illinois,4622,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
143,Indiana,2329,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
144,Iowa,917,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
145,Kansas,947,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
146,Kentucky,1587,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
147,Louisiana,1911,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
148,Maine,448,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
149,Maryland,2246,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
150,Massachusetts,2517,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
151,Michigan,4488,3,Medicare/Physician & Clinical Services (Millions of Dollars),2012
